CodigoExterno;Nombre;CodigoEstado;Descripcion;FechaCierre;Estado;Comprador/CodigoOrganismo;Comprador/NombreOrganismo;Comprador/RutUnidad;Comprador/CodigoUnidad;Comprador/NombreUnidad;Comprador/DireccionUnidad;Comprador/ComunaUnidad;Comprador/RegionUnidad;Comprador/RutUsuario;Comprador/CodigoUsuario;Comprador/NombreUsuario;Comprador/CargoUsuario;DiasCierreLicitacion;Informada;CodigoTipo;Tipo;TipoConvocatoria;Moneda;Etapas;EstadoEtapas;TomaRazon;EstadoPublicidadOfertas;JustificacionPublicidad;Contrato;Obras;CantidadReclamos;Fechas/FechaCreacion;Fechas/FechaCierre;Fechas/FechaInicio;Fechas/FechaFinal;Fechas/FechaPubRespuestas;Fechas/FechaActoAperturaTecnica;Fechas/FechaActoAperturaEconomica;Fechas/FechaPublicacion;Fechas/FechaAdjudicacion;Fechas/FechaEstimadaAdjudicacion;Fechas/FechaSoporteFisico;Fechas/FechaTiempoEvaluacion;Fechas/FechaEstimadaFirma;Fechas/FechasUsuario;Fechas/FechaVisitaTerreno;Fechas/FechaEntregaAntecedentes;UnidadTiempoEvaluacion;DireccionVisita;DireccionEntrega;Estimacion;FuenteFinanciamiento;VisibilidadMonto;MontoEstimado;Tiempo;UnidadTiempo;Modalidad;TipoPago;NombreResponsablePago;EmailResponsablePago;NombreResponsableContrato;EmailResponsableContrato;FonoResponsableContrato;ProhibicionContratacion;SubContratacion;UnidadTiempoDuracionContrato;TiempoDuracionContrato;TipoDuracionContrato;JustificacionMontoEstimado;ObservacionContract;ExtensionPlazo;EsBaseTipo;UnidadTiempoContratoLicitacion;ValorTiempoRenovacion;PeriodoTiempoRenovacion;EsRenovable;CodigoBIP;Adjudicacion/Tipo;Adjudicacion/Fecha;Adjudicacion/Numero;Adjudicacion/NumeroOferentes;Adjudicacion/UrlActa;Items/Cantidad;Items/Listado/Correlativo;Items/Listado/CodigoProducto;Items/Listado/CodigoCategoria;Items/Listado/Categoria;Items/Listado/NombreProducto;Items/Listado/Descripcion;Items/Listado/UnidadMedida;Items/Listado/Cantidad;Items/Listado/Adjudicacion/RutProveedor;Items/Listado/Adjudicacion/NombreProveedor;Items/Listado/Adjudicacion/Cantidad;Items/Listado/Adjudicacion/MontoUnitario;
1300-43-LP24;Servicio de Aseo Casa Encuentro Arica R258;8;CONTRATACIÓN SERVICIOS DE ASEO Y MANTENCIONES CASA PARA UN ENVEJECER ACTIVO DE LA COMUNA DE ARICA, REGIÓN DE ARICA Y PARINACOTAE1O2RT9;;Adjudicada;7032;SERVICIO NACIONAL DEL ADULTO MAYOR;61.961.000-8;2296;Servicio Nacional del Adulto Mayor;Catedral N°1575, Oficina 21, Santiago;Santiago;Región de Arica y Parinacota;;1416824;Fabián Hernán Herrera Mejías;Encargado Sección Adquisiciones;0;0;1;LP;1;CLP;1;1;0;1;;0;0;203;08/07/2024 00:00:00;08/30/2024 15:30:00;08/12/2024 09:00:00;08/26/2024 16:00:00;08/28/2024 23:59:00;08/30/2024 15:35:00;08/30/2024 15:35:00;08/07/2024 11:11:35;03/10/2025 16:38:51;09/25/2024 15:35:00;;;;01/03/1900 00:00:00;;;1;;;2;;0;;36;1;1;1;Rosa Seyssel;;Fabián Herrera Mejías;;;El proveedor no podrá ceder ni transferir en forma alguna, total ni parcialmente, los derechos y obligaciones que nacen del desarrollo de esta licitación y, en especial, los establecidos en el respectivo contrato que se celebre con la institución contra;0;1;36; ;;;0;0;2;0; ;0;;2;03/10/2025 00:00:00;244;4;http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=AD/of/g8emXfyQMVlVRkeRy5wmYj1czlhnCqifgzWIk=;1;1;76111501;76111500;Servicios de limpieza industrial / Servicios de limpieza / Servicios de limpieza de edificios y oficinas en general;Servicios de limpieza de edificios;CONTRATACIÓN DE SERVICIOS DE ASEO YMANTENCIÓN DE LA CASA DE ENCUENTRO DE ADULTO MAYOR PARA LA COMUNA DE ARICA;Unidad;1;77.364.945-6;S&M GREEN PRO SERVICIOS INTEGRALES SPA;1;1900000
